id,predicted
1525105,41 24 89
1525178,64 51 82
1525200,46 40 2
1525202,64 51 80
1525326,59 65 58
1525341,0 2 23
1525551,57 3 56
1525678,83 35 93
1525849,48 42 11
1525940,95 82 80
1526110,98 26 53
1526326,62 93 89
1526369,5 41 8
1526427,45 39 1
1526548,63 19 1
1526553,50 2 16
1526652,41 2 88
1526694,41 24 89
1526838,3 97 65
1526859,44 0 67
1526885,37 41 93
1526894,73 76 79
1526974,93 56 41
1527011,41 24 5
1527035,91 54 89
1527049,50 16 15
1527064,54 85 88
1527089,6 5 98
1527095,49 38 12
1527418,5 97 24
1527487,57 35 3
1527512,63 39 47
1527618,18 17 19
1527639,42 12 33
1527701,11 10 32
1527755,57 3 56
1527773,13 87 99
1527817,80 95 82
1527848,8 97 65
1528010,4 71 79
1528082,69 3 41
1528171,85 35 42
1528192,87 92 83
1528258,95 94 83
1528365,34 44 66
1528389,28 27 12
1528403,22 39 81
1528453,34 44 13
1528657,31 1 66
1528703,31 66 1
1528709,22 15 39
1528710,53 54 64
1528746,100 102 1
1528801,47 2 0
1528811,11 46 60
1528825,1 66 31
1528839,20 97 21
1528848,5 41 24
1528960,100 1 42
1529019,21 20 17
1529038,37 41 21
1529040,88 89 65
1529114,73 76 79
1529184,63 47 18
1529553,36 43 30
1529600,95 45 80
1529658,54 89 53
1529663,99 91 54
1529673,83 35 89
1529716,56 57 88
1529786,86 97 74
1529831,2 0 23
1529908,50 55 2
1530029,38 34 80
1530056,53 54 90
1530146,84 0 24
1530171,20 21 97
1530248,47 46 30
1530284,11 5 46
1530394,93 41 83
1530474,6 97 7
1530504,12 65 42
1530507,43 48 98
1530539,0 2 67
1530645,63 26 38
1530782,30 32 68
1531044,23 2 0
1531267,41 89 24
1531283,94 88 95
1531325,5 0 41
1531329,58 65 34
1531473,43 70 48
1531486,35 56 83
1531520,100 64 83
1531697,93 44 83
1531699,15 16 2
1531713,42 12 2
1531835,91 54 89
1531892,102 101 38
1531902,51 64 82
1531943,82 95 99
1531974,64 51 99
1532154,57 88 56
1532162,43 2 70
1532224,2 74 97
1532314,88 89 54
1532327,58 65 59
1532432,20 15 21
1532458,10 41 45
1532494,102 2 51
1532560,32 11 30
1532600,43 36 85
1532606,13 56 34
1532637,51 64 82
1532834,43 12 48
1533018,23 2 50
1533178,41 44 93
1533181,93 41 62
1533218,58 65 83
1533225,93 41 62
1533284,1 94 88
1533519,51 64 82
1533549,29 73 97
1533567,47 40 46
1533572,55 93 32
1533617,47 63 9
1533644,13 34 56
1533795,88 89 67
1533812,93 39 66
1533878,31 1 45
1533974,89 88 54
1533996,85 36 43
1534015,23 2 50
1534100,47 56 63
1534162,44 66 31
1534269,24 41 5
1534309,18 19 17
1534397,12 42 49
1534425,101 54 64
1534448,29 97 88
1534560,93 1 66
1534606,49 30 26
1534639,51 64 83
1534714,36 12 102
1534772,2 0 23
1534863,2 0 79
1534892,58 65 59
1535000,20 19 21
1535057,41 24 89
1535259,19 18 20
1535267,102 51 13
1535271,0 67 2
1535351,75 79 68
1535359,44 1 31
1535383,2 0 41
1535403,41 24 93
1535442,0 67 44
1535464,1 44 31
1535469,38 94 97
1535479,37 41 39
1535500,42 12 40
1535514,32 30 55
1535519,3 41 24
1535624,88 89 41
1535659,1 31 42
1535757,0 67 2
1535770,58 65 44
1535905,1 31 88
1535916,68 30 40
1535918,56 57 89
1535972,7 80 15
1536002,83 67 41
1536084,12 42 77
1536156,16 83 42
1536170,64 51 82
1536213,78 74 65
1536218,20 21 19
1536260,37 39 21
1536306,2 0 5
1536334,94 66 31
1536419,94 95 24
1536436,15 2 16
1536610,40 46 97
1536665,99 64 51
1536728,2 5 67
1536731,87 13 101
1536756,85 2 15
1536840,44 34 1
1536986,57 3 56
1537006,80 95 82
1537269,1 66 31
1537317,55 50 21
1537379,102 100 101
1537457,93 41 83
1537541,40 46 2
1537683,49 97 38
1537723,88 54 101
1537725,102 101 13
1537739,42 12 40
1537854,79 75 68
1537949,32 63 46
1537985,45 52 17
1538129,35 83 88
1538197,70 43 34
1538245,2 0 15
1538284,33 30 6
1538285,91 54 89
1538364,1 31 66
1538383,0 67 2
1538515,32 30 33
1538519,82 95 13
1538520,65 58 24
1538646,34 66 44
1538677,17 80 15
1538779,83 35 41
1538833,93 41 83
1538967,65 58 59
1539071,3 54 40
1539108,42 12 89
1539109,83 35 41
1539206,71 33 75
1539222,71 72 33
1539234,2 23 80
1539410,91 89 54
1539440,36 48 43
1539540,64 51 80
1539542,23 2 63
1539549,30 5 41
1539553,83 35 41
1539650,48 43 70
1539762,99 64 51
1539779,41 24 89
1539830,66 42 1
1539889,40 42 33
1539917,89 88 54
1540015,55 49 50
1540019,80 95 83
1540164,66 31 1
1540260,93 41 66
1540274,2 0 59
1540288,97 5 65
1540368,65 58 59
1540442,50 16 15
1540479,66 44 31
1540571,97 5 40
1540596,91 89 54
1540604,95 80 82
1540615,88 89 24
1540649,43 40 65
1540652,71 79 77
1540671,13 14 56
1540799,55 50 15
1540825,2 0 67
1540846,46 40 68
1540869,40 67 6
1540907,17 21 83
1540982,50 2 15
1541020,102 99 101
1541235,86 74 24
1541279,66 88 1
1541335,64 51 82
1541402,49 4 55
1541487,23 2 67
1541757,70 64 5
1541758,100 64 1
1541794,87 13 95
1541821,39 37 66
1541846,42 88 65
1542016,22 39 12
1542080,37 39 74
1542110,46 67 40
1542169,67 0 2
1542219,98 18 76
1542277,39 45 22
1542401,63 47 1
1542410,23 2 102
1542580,7 41 33
1542603,42 12 91
1542682,3 88 65
1542695,80 51 64
1542738,56 57 88
1542744,62 89 92
1542752,71 75 72
1542758,91 70 54
1542879,60 83 70
1542943,44 34 1
1542975,33 97 4
1543098,65 58 59
1543104,86 24 97
1543213,3 88 83
1543230,40 46 3
1543300,64 51 95
1543387,97 5 0
1543448,10 41 15
1543525,2 97 38
1543591,34 44 2
1543612,52 2 96
1543620,35 42 83
1543633,96 95 82
1543917,37 39 21
1543993,34 44 43
1544090,65 58 67
1544117,32 33 11
1544187,70 64 43
1544215,27 28 73
1544273,64 51 82
1544292,81 31 52
1544300,41 24 53
1544330,91 54 13
1544350,54 53 89
1544377,84 26 42
1544502,38 80 57
1544510,63 47 79
1544556,34 3 65
1544558,26 25 94
1544576,93 44 31
1544638,20 21 15
1544648,24 41 5
1544655,46 40 60
1544734,80 88 95
1544741,102 53 64
1544748,74 24 5
1544797,37 39 19
1544830,37 41 86
1544887,68 30 29
1544910,65 58 59
1544970,38 18 81
1545042,22 40 39
1545373,40 42 65
1545506,93 41 62
1545511,51 64 82
1545703,93 41 83
1545749,60 46 47
1545983,57 41 80
1546027,66 93 34
1546033,93 83 41
1546051,5 41 24
1546124,11 5 46
1546180,50 15 55
1546354,38 94 82
1546477,97 6 5
1546529,89 41 88
1546548,14 88 10
1546619,102 101 38
1546779,34 35 65
1546829,99 41 94
1546853,30 68 47
1546854,44 66 1
1547097,88 5 41
1547154,2 80 23
1547160,60 79 26
1547211,51 64 82
1547228,37 41 88
1547249,76 73 77
1547382,41 24 89
1547462,27 28 9
1547499,24 5 41
1547613,59 65 58
1547745,37 39 93
1547750,41 10 24
1547752,51 64 99
1547794,20 21 15
1547812,37 93 86
1547851,51 64 80
1547966,3 57 41
1548065,50 16 88
1548250,41 89 83
1548255,44 66 31
1548264,79 73 75
1548309,42 23 12
1548491,44 1 66
1548516,85 31 66
1548600,57 56 3
1548602,65 58 41
1548631,49 30 32
1548863,65 58 24
1548965,85 30 32
1548998,89 88 54
1549010,62 93 83
1549220,39 22 19
1549252,95 80 82
1549276,87 2 101
1549288,50 16 15
1549403,41 5 53
1549404,93 41 24
1549411,91 99 14
1549957,102 12 53
1550007,92 2 88
1550067,30 97 32
1550164,13 91 89
1550169,53 3 41
1550177,91 70 54
1550203,65 58 2
1550223,42 98 61
1550254,50 16 55
1550264,9 27 15
1550301,23 2 80
1550400,83 35 38
1550578,49 32 26
1550585,62 38 83
1550675,83 35 67
1550687,22 12 36
1550802,17 21 97
1550854,50 55 49
1550972,2 80 83
1551004,74 86 24
1551065,34 51 1
1551165,76 77 73
1551406,79 73 71
1551411,2 0 97
1551841,49 30 94
1552009,52 31 81
1552060,97 47 40
1552136,1 45 31
1552299,49 30 86
1552321,85 35 16
1552465,73 40 76
1552490,86 98 97
1552544,42 40 12
1552555,83 35 57
1552598,45 39 44
1552657,94 0 44
1552670,38 57 3
1552824,92 48 37
1552884,35 83 67
1552919,35 83 95
1552929,41 93 83
1552946,33 30 7
1553179,78 79 74
1553304,91 54 89
1553318,17 19 18
1553379,1 90 100
1553429,99 64 91
1553585,79 2 73
1553737,41 54 88
1553842,50 2 15
1553911,52 45 65
1554043,46 40 43
1554068,21 20 23
1554106,82 95 94
1554114,18 19 17
1554289,49 4 26
1554347,38 94 80
1554458,2 42 0
1554499,57 56 88
1554522,60 2 76
1554548,41 24 89
1554555,34 1 44
1554571,1 31 55
1554622,55 21 50
1554626,76 73 77
1554667,10 41 40
1554670,78 59 65
1554725,2 80 15
1554824,38 41 57
1554880,20 21 19
1555003,15 2 16
1555074,79 2 71
1555096,33 30 3
1555198,99 64 51
1555313,94 88 99
1555326,35 83 41
1555334,12 42 51
1555340,48 98 92
1555368,12 42 22
1555426,35 42 83
1555462,86 24 7
1555494,20 97 15
1555527,58 65 24
1555768,97 40 46
1555789,88 89 3
1555796,51 64 99
1555879,3 52 36
1556122,19 18 39
1556170,99 101 13
1556193,5 0 6
1556213,82 51 95
1556239,83 35 89
1556289,24 41 5
1556327,48 42 92
1556464,46 97 40
1556465,79 72 71
1556487,42 16 15
1556518,56 57 41
1556528,27 28 26
1556566,49 76 60
1556623,99 64 53
1556735,42 40 12
1556765,80 2 15
1556770,74 73 86
1556814,6 29 0
1556934,45 39 38
1557038,72 98 41
1557163,33 72 40
1557431,86 97 98
1557438,82 95 64
1557497,34 44 66
1557558,96 62 95
1557748,59 65 58
1558031,41 24 89
1558095,53 54 41
1558112,30 32 33
1558209,97 40 68
1558226,64 51 82
1558268,87 2 41
1558269,42 44 66
1558337,51 64 82
1558374,50 55 16
1558398,97 67 8
1558422,42 12 40
1558444,34 44 66
1558446,85 70 50
1558539,41 53 93
1558554,23 2 80
1558617,2 94 30
1558656,43 0 2
1558696,64 51 82
1558709,49 26 4
1558969,63 47 19
1559066,30 33 47
1559151,93 41 83
1559221,83 35 67
1559258,95 80 92
1559288,49 1 30
1559684,101 102 81
1559790,51 64 99
1559796,7 30 46
1559949,59 65 58
1560019,7 86 74
1560080,27 84 54
1560113,32 30 33
1560144,86 24 89
1560253,91 89 13
1560287,33 32 71
1560297,91 85 88
1560310,42 46 61
1560381,53 54 92
1560537,0 67 97
1560597,94 95 82
1560629,30 85 42
1560655,40 30 69
1560766,65 58 83
1560953,43 36 11
1560969,58 65 91
1560983,49 38 32
1561024,64 51 80
1561081,75 71 76
1561093,91 54 65
1561236,51 80 95
1561268,93 83 41
1561280,102 99 13
1561538,32 49 11
1561627,41 24 5
1561661,85 43 86
1561742,64 102 70
1561750,33 6 7
1561771,79 73 75
1561802,46 43 98
1561863,86 30 43
1561969,86 24 98
1562018,59 65 60
1562046,5 24 97
1562124,93 44 41
1562196,9 79 75
1562231,96 23 82
1562254,52 64 45
1562282,86 97 24
1562696,85 42 80
1562698,50 31 1
1562749,94 95 82
1562840,65 58 24
1562957,91 89 67
1562966,73 76 27
1562993,93 83 41
1563006,34 44 57
1563025,97 5 65
1563050,83 35 41
1563051,12 65 2
1563170,93 41 85
1563216,15 48 36
1563306,20 21 78
1563337,1 55 78
1563618,86 7 74
1563699,37 4 97
1563955,4 33 71
1564002,7 56 15
1564133,20 21 19
1564296,102 101 90
1564336,33 42 50
1564379,49 30 26
1564428,31 1 66
1564435,79 71 73
1564500,31 1 94
1564653,2 47 49
1564663,83 35 56
1564687,13 41 56
1564836,20 21 23
1564867,5 0 97
1564869,79 75 73
1564946,41 24 89
1564973,86 37 74
1565104,92 87 48
1565278,42 12 48
1565429,10 41 40
1565457,89 88 53
1565459,22 81 39
1565596,63 77 2
1565613,56 57 88
1565750,50 99 64
1565844,95 88 80
1565971,42 40 10
1565982,41 54 53
1566101,34 22 35
1566116,98 5 67
1566308,19 18 21
1566415,21 20 17
1566427,2 46 0
1566545,2 80 0
1566667,86 24 98
1566669,93 41 83
1566682,33 94 26
1566868,87 13 99
1566900,93 41 56
1566905,86 6 89
1566930,98 86 97
1566987,79 73 71
1567028,101 99 13
1567057,82 95 94
1567094,18 19 20
1567173,40 33 46
1567582,2 80 0
1567779,25 8 26
1567792,78 8 74
1567816,8 97 67
1567899,22 47 48
1567915,58 65 59
1567965,78 79 74
1568034,66 31 44
1568224,2 38 0
1568257,3 52 97
1568338,50 15 16
1568407,33 30 85
1568438,96 62 95
1568471,53 54 89
1568564,80 2 26
1568738,56 57 41
1568830,56 57 83
1568973,17 21 80
1569008,100 64 31
1569023,77 2 76
1569061,67 0 65
1569125,36 11 9
1569230,12 86 51
1569246,93 41 83
1569395,10 66 43
1569428,64 51 82
1569498,83 57 35
1569537,93 41 83
1569548,44 66 1
1569590,2 46 40
1569606,1 52 31
1569625,79 73 71
1569657,35 83 82
1569662,98 43 5
1569686,2 74 23
1569688,46 11 9
1569741,97 20 18
1569880,27 28 65
1569935,81 28 18
1569992,79 75 9
1570124,50 12 16
1570142,11 32 68
1570455,91 54 99
1570838,101 87 95
1570869,62 89 42
1570911,1 31 44
1571154,99 64 51
1571164,34 44 35
1571171,48 26 97
1571174,75 68 71
1571488,102 101 13
1571520,42 85 35
1571563,10 12 50
1571568,73 76 79
1571613,72 33 71
1571756,88 2 67
1571969,58 65 89
1572006,41 24 5
1572019,85 43 2
1572107,101 92 99
1572138,34 65 51
1572155,10 46 40
1572190,9 15 63
1572220,97 5 58
1572223,84 0 9
1572306,38 101 57
1572353,39 45 37
1572357,37 41 39
1572370,47 2 18
1572427,10 78 66
1572523,24 5 74
1572557,42 40 12
1572598,88 89 92
1572781,27 28 65
1572926,82 80 95
1573183,65 58 59
1573211,11 46 68
1573351,100 64 28
1573466,97 5 0
1573477,100 1 31
1573609,12 42 40
1573770,26 24 5
1573793,86 37 24
1573815,93 41 83
1573860,1 31 100
1573937,59 65 58
1574048,54 90 101
1574101,38 94 45
1574232,30 15 18
1574302,2 0 71
1574314,88 89 94
1574340,46 40 86
1574552,18 19 17
1574704,15 2 22
1574841,44 34 1
1575057,19 63 15
1575061,38 94 5
1575068,101 1 39
1575142,15 16 2
1575153,69 3 70
1575167,37 41 88
1575485,100 1 61
1575703,81 97 45
1575759,32 46 11
1575812,9 47 94
1575856,96 62 95
1575967,42 12 16
1576040,81 9 31
1576099,53 41 54
1576149,86 24 74
1576187,59 65 58
1576292,76 73 77
1576345,74 41 24
1576479,102 56 66
1576661,48 36 98
1576770,93 41 83
1576817,80 95 51
1576848,99 51 88
1576853,83 35 89
1576934,23 2 80
1576952,93 2 41
1577088,48 92 43
1577119,64 99 51
1577299,91 54 89
1577496,18 80 77
1577598,43 36 48
1577610,93 41 39
1577617,50 15 55
1577673,2 0 74
1577721,42 61 40
1577754,92 88 14
1577860,18 19 17
1577901,33 32 30
1578063,42 12 27
1578149,60 78 70
1578328,25 26 8
1578337,64 51 95
1578360,26 25 94
1578366,46 40 42
1578374,88 3 89
1578418,83 35 89
1578532,88 15 42
1578602,59 65 58
1578688,23 2 17
1578719,69 3 45
1578891,25 97 26
1578999,49 101 1
1579013,56 57 93
1579138,95 80 18
1579144,58 65 88
1579150,97 65 86
1579179,79 73 71
1579193,93 41 83
1579279,96 95 62
1579302,86 74 97
1579326,86 98 7
1579357,12 42 75
1579391,12 42 49
1579419,48 40 36
1579426,7 86 74
1579434,86 98 7
1579495,3 2 98
1579522,49 26 4
1579557,15 6 46
1579569,50 5 41
1579724,40 46 42
1579755,74 24 2
1579867,93 41 66
1579879,33 2 11
1579894,75 79 12
1579960,35 83 80
1580064,94 54 41
1580084,99 64 13
1580120,20 6 0
1580178,42 40 16
1580203,43 85 65
1580223,5 24 41
1580441,83 93 35
1580459,86 97 37
1580497,88 89 41
1580521,0 2 67
1580563,59 65 58
1580609,96 62 95
1580654,51 64 82
1580662,33 7 30
1580783,73 76 79
1580899,99 64 13
1580910,16 15 10
1580951,51 64 82
1580978,34 44 1
1581034,1 31 45
1581055,18 19 94
1581217,97 2 5
1581248,74 71 24
1581323,55 50 18
1581337,40 61 42
1581366,41 24 88
1581441,27 28 9
1581753,93 41 62
1581781,59 65 58
1581861,12 42 51
1582027,86 98 24
1582066,31 1 44
1582206,70 83 43
1582358,55 15 16
1582390,99 91 54
1582422,13 65 0
1582435,43 73 36
1582497,83 35 56
1582561,48 43 65
1582572,71 4 79
1582604,101 95 45
1582616,22 63 15
1582640,12 42 47
1582749,97 56 58
1582783,42 12 64
1582912,60 85 8
1582979,60 8 78
1583108,10 41 42
1583111,17 80 88
1583134,51 64 95
1583143,55 49 5
1583345,92 95 14
1583415,40 61 42
1583705,33 88 3
1583744,37 39 45
1583758,8 97 74
1583926,40 46 97
1583954,18 65 63
1583978,71 33 4
1583996,93 41 66
1584119,41 24 83
1584210,15 16 19
1584331,50 16 64
1584483,26 92 87
1584535,40 2 46
1584560,102 101 38
1584717,35 83 57
1584781,5 24 41
1584815,63 2 77
1584835,42 73 12
1584917,56 57 95
1584977,53 54 41
1585002,49 4 30
1585009,1 31 44
1585022,28 93 49
1585058,18 19 20
1585062,0 67 2
1585079,2 42 65
1585136,62 83 52
1585227,79 73 75
1585242,86 74 73
1585324,91 54 89
1585381,37 39 21
1585444,91 54 53
1585464,75 79 63
1585549,49 26 4
1585636,93 41 83
1585794,93 39 45
1585798,24 97 46
1586246,58 65 51
1586263,4 33 71
1586321,40 46 61
1586334,1 100 44
1586348,97 65 6
1586371,44 42 82
1586410,37 86 8
1586457,94 66 88
1586595,89 92 102
1586763,62 56 93
1586807,32 33 30
1586831,40 46 73
1586877,35 83 88
1586975,41 83 24
1586992,64 51 80
1587011,92 87 101
1587027,67 65 0
1587071,81 97 33
1587108,97 5 40
1587142,18 63 17
1587200,51 80 64
1587232,0 67 2
1587303,13 92 87
1587462,18 19 17
1587493,69 3 86
1587671,93 83 41
1587719,40 46 61
1587733,29 46 40
1587735,10 93 47
1587740,13 87 92
1587745,91 54 41
1587851,74 24 5
1587963,28 27 49
1588007,34 66 44
1588098,36 73 11
1588144,52 1 45
1588180,30 33 49
1588207,101 38 30
1588650,55 50 49
1588682,23 2 50
1588710,86 24 5
1588782,51 65 80
1588817,57 3 65
1588825,93 41 66
1588834,79 71 75
1588907,2 0 80
1588943,83 35 41
1588983,40 33 42
1589030,61 40 46
1589076,42 79 12
1589128,74 2 0
1589194,13 56 14
1589491,98 67 41
1589621,97 5 40
1589726,44 31 66
1589790,25 8 26
1589794,42 12 16
1589981,82 64 51
1590013,41 5 24
1590077,49 4 12
1590091,25 26 44
1590269,6 33 21
1590279,66 31 62
1590292,53 54 89
1590369,97 15 16
1590465,93 66 31
1590519,50 2 15
1590595,33 6 4
1590601,23 2 80
1590608,4 33 71
1590666,26 25 44
1590714,63 85 55
1590809,37 39 41
1590823,75 12 98
1590875,7 86 97
1591017,0 2 67
1591131,51 64 80
1591355,37 41 24
1591377,6 98 97
1591437,49 38 26
1591554,5 74 24
1591566,87 92 54
1591600,6 97 0
1591681,62 44 66
1591708,94 88 2
1591756,5 97 0
1591801,56 57 38
1591880,93 35 83
1591949,93 66 44
1592007,33 85 80
1592014,93 41 66
1592021,0 67 2
1592084,3 65 41
1592095,97 8 25
1592143,91 54 89
1592199,88 94 51
1592250,97 65 58
1592306,65 58 59
1592487,81 33 31
1592667,5 41 24
1592714,46 30 4
1592725,4 33 49
1592735,37 30 49
1592750,65 58 59
1592928,81 55 18
1592941,67 0 2
1593043,86 7 24
1593117,50 2 15
1593125,61 40 42
1593189,58 65 41
1593295,93 41 37
1593499,58 65 59
1593516,12 97 6
1593664,77 2 76
1593718,37 2 74
1593805,1 66 44
1593808,22 48 43
1593848,44 31 1
1593888,40 42 46
1594024,83 35 41
1594026,15 2 16
1594059,32 49 11
1594165,72 33 4
1594219,97 5 40
1594276,83 2 41
1594307,50 88 55
1594455,56 57 88
1594493,63 19 20
1594522,33 2 11
1594689,79 73 71
1594739,82 95 44
1594877,93 41 83
1594949,56 57 38
1595009,44 0 94
1595026,83 35 41
1595118,93 41 31
1595183,93 44 66
1595248,0 67 65
1595409,92 87 95
1595414,37 39 74
1595477,52 31 1
1595513,24 41 5
1595518,87 13 92
1595786,20 21 19
1595829,63 2 22
1595853,64 51 82
1595949,26 25 80
1595963,59 4 65
1596047,10 40 46
1596062,50 16 15
1596079,93 41 62
1596112,83 35 3
1596176,18 19 81
1596224,53 89 54
1596250,87 13 101
1596300,80 2 95
1596434,102 95 41
1596444,37 93 41
1596531,12 42 51
1596627,37 21 39
1596631,99 64 51
1596663,35 44 85
1596840,58 65 91
1596878,1 31 96
1596909,96 62 88
1596948,17 3 21
1597003,49 30 97
1597178,20 21 18
1597214,44 1 31
1597240,50 15 2
1597299,1 31 66
1597319,95 51 64
1597439,76 49 77
1597453,75 79 15
1597454,94 33 44
1597488,61 40 27
1597519,93 41 39
1597605,44 1 31
1597675,47 63 56
1597794,38 57 96
1597798,32 33 30
1597905,12 42 36
1598008,39 22 19
1598289,88 89 91
1598300,56 57 35
1598525,97 20 2
1598534,94 95 82
1598588,53 88 54
1598649,8 97 67
1598667,19 20 15
1598714,44 1 83
1598851,49 27 32
1598895,21 17 39
1598985,81 31 2
1598986,35 83 67
1599089,34 1 31
1599099,97 0 30
1599118,66 41 31
1599142,9 72 79
1599243,99 51 64
1599297,43 67 0
1599454,24 5 41
1599457,35 83 34
1599479,38 57 56
1599759,58 65 59
1599837,86 7 5
1599953,62 93 56
1600068,98 89 5
1600122,76 2 77
1600126,41 88 89
1600332,4 33 71
1600362,69 3 41
1600431,102 23 101
1600480,38 3 49
1600500,49 99 53
1600712,93 41 83
1600838,93 41 39
1600884,82 95 64
1601044,39 1 50
1601061,100 1 31
1601082,26 25 49
1601245,49 4 30
1601527,55 98 36
1601588,86 5 97
1601589,87 92 13
1601599,0 67 2
1601653,95 80 82
1601674,41 24 5
1601814,35 83 67
1601833,82 94 95
1601936,91 54 89
1601946,14 88 0
1601998,50 23 15
1602013,47 33 30
1602056,56 57 88
1602099,2 50 47
1602153,91 83 93
1602204,42 12 36
1602232,64 51 80
1602400,37 41 88
1602413,9 36 15
1602471,38 80 57
1602486,89 53 54
1602497,99 13 91
1602552,6 97 2
1602630,66 44 1
1602695,31 1 100
1602746,95 52 64
1602772,57 3 54
1602819,32 33 30
1602860,30 37 39
1602985,30 46 85
1603010,15 16 2
1603048,37 41 39
1603124,47 56 20
1603167,41 5 24
1603178,2 0 12
1603181,1 31 44
1603399,58 65 59
1603488,6 29 86
1603517,37 39 93
1603610,99 91 13
1603645,98 86 67
1603647,41 5 24
1603654,35 83 57
1603719,95 94 80
1603814,86 49 98
1604001,49 4 30
1604016,40 46 42
1604090,62 96 88
1604228,55 18 36
1604290,17 21 97
1604303,88 89 83
1604330,46 11 32
1604459,29 74 68
1604493,38 45 97
1604621,25 26 78
1604660,91 54 89
1604738,62 83 89
1604750,21 88 7
1604851,83 41 62
1604886,93 83 41
1604971,2 17 74
1605013,75 79 71
1605053,97 6 65
1605125,65 58 59
1605127,40 61 42
1605205,11 46 47
1605281,56 57 89
1605312,0 67 5
1605326,1 44 31
1605386,83 95 56
1605390,42 61 40
1605392,63 47 9
1605425,48 70 92
1605452,20 21 41
1605510,68 30 97
1605603,65 58 67
1605635,97 0 2
1605643,0 2 67
1605660,41 24 83
1605734,37 39 21
1605950,35 83 82
1605971,88 83 64
1605977,102 101 23
1606088,24 74 41
1606127,37 41 8
1606147,93 31 41
1606220,44 1 65
1606299,54 53 90
1606451,8 97 25
1606455,45 39 1
1606460,28 16 27
1606599,42 16 12
1606684,80 95 38
1606814,93 41 83
1606937,93 83 41
1607126,34 66 44
1607127,82 95 80
1607163,86 24 5
1607241,43 70 33
1607250,48 40 43
1607572,85 66 42
1607635,49 39 63
1607664,37 39 41
1607770,18 17 19
1608159,75 79 29
1608196,30 49 97
1608659,61 46 40
1608695,40 97 33
1608811,51 64 80
1608971,3 91 41
1608983,88 67 89
1609092,65 58 59
1609166,3 65 7
1609183,15 47 2
1609195,23 2 88
1609230,56 57 88
1609235,35 34 85
1609401,93 41 56
1609425,41 93 24
1609506,2 0 41
1609649,42 40 12
1609680,0 2 67
1609687,86 24 37
1609728,55 50 97
1609957,43 2 70
1609977,38 57 101
1610011,23 2 80
1610102,6 46 12
1610103,96 95 62
1610214,35 83 57
1610366,6 97 33
1610529,32 30 33
1610700,100 1 31
1610736,46 40 42
1610808,24 39 41
1610809,85 2 23
1610822,40 46 42
1610854,24 41 66
1610915,59 65 58
1610938,2 80 15
1610978,83 35 67
1610981,8 97 67
1611218,22 39 63
1611272,58 65 59
1611329,4 33 6
1611411,64 51 82
1611563,65 58 59
1611579,82 64 95
1611616,37 86 97
1611644,1 31 44
1611668,86 98 5
1611748,61 40 42
1611801,21 17 37
1611860,93 39 83
1611866,63 19 39
1611886,17 21 15
1611911,55 50 49
1611922,27 28 42
1612217,49 55 26
1612222,78 44 65
1612237,93 66 41
1612259,17 21 50
1612363,13 91 56
1612663,53 54 89
1612718,3 57 41
1612789,82 13 95
1612986,55 50 18
1612996,61 40 9
1613029,80 95 26
1613110,45 39 54
1613132,3 65 42
1613231,51 64 82
1613251,37 39 92
1613272,67 65 97
1613316,87 13 92
1613409,35 83 41
1613500,44 82 66
1613553,2 0 33
1613710,30 47 49
1613719,31 1 66
1613799,57 3 56
1613809,86 7 98
1613846,1 31 100
1613873,41 89 83
1613888,17 80 33
1613986,4 77 76
1614055,51 64 82
1614073,97 8 7
1614079,24 41 89
1614267,40 97 37
1614317,75 79 71
1614328,93 41 83
1614330,81 45 52
1614399,50 15 16
1614454,100 64 99
1614499,83 35 67
1614518,33 46 94
1614677,81 45 55
1614842,88 14 40
1614876,62 89 42
1615028,76 26 9
1615091,97 25 40
1615192,66 44 83
1615270,35 83 41
1615272,97 8 67
1615286,1 31 44
1615300,64 51 99
1615501,33 72 4
1615544,86 24 97
1615683,51 64 82
1615737,49 4 76
1615919,10 45 78
1616002,64 51 82
1616079,25 8 26
1616102,18 19 17
1616213,18 78 72
1616369,24 41 5
1616443,33 40 4
1616460,37 93 39
1616512,41 89 83
1616520,27 28 9
1616603,17 21 97
1616767,20 40 50
1616857,3 83 41
1616902,93 83 41
1616969,95 99 94
1616977,33 30 97
1617124,54 53 90
1617380,47 2 79
1617430,22 15 2
1617469,23 2 16
1617496,64 51 95
1617601,23 2 97
1617612,93 41 24
1617698,15 2 16
1617803,24 98 41
1617854,33 7 6
1618079,83 65 35
1618130,48 36 15
1618189,79 73 8
1618275,64 51 99
1618391,27 28 26
1618440,24 86 98
1618595,97 49 55
1618635,18 19 49
1618719,7 86 5
1618752,18 17 47
1618795,96 94 95
1618822,74 5 24
1618944,0 2 67
1618956,85 42 29
1619080,45 78 1
1619229,97 41 3
1619265,18 17 80
1619584,2 47 15
1619686,93 41 66
1619705,33 30 97
1619810,66 1 44
1619940,64 51 80
1620230,12 99 87
1620238,42 12 40
1620251,55 50 30
1620368,42 12 40
1620373,36 9 11
1620452,83 35 41
1620573,13 56 14
1620613,42 16 12
1620732,100 64 101
1620805,86 98 24
1620821,41 24 88
1620846,14 20 100
1620881,43 0 30
1620911,83 35 41
1620945,34 44 13
1620987,79 75 73
1621014,98 24 5
1621196,1 39 31
1621213,82 95 94
1621226,33 3 65
1621466,93 83 41
1621551,42 40 85
1621614,76 74 24
1621740,93 41 53
1621829,79 73 75
1621903,25 8 26
1621949,89 88 94
1622008,83 57 67
